pipeline,n_samples,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,ner_precision,ner_recall,ner_f1,hallucination_rate,total_entities_generated,total_hallucinations,exec_time_seconds,ms_per_example,throughput_eps
Pipeline_A_Classical,500,0.39125601097038337,0.14679414885567024,0.211350470921145,0.43172007537167517,0.38578957818448545,0.40623036508262156,0.7689333333333332,0.14452563594864823,0.21355813123997114,0.0,0,0,367.263,734.53,1.36
Pipeline_B_LLM,500,0.38675674035277235,0.14395950117044273,0.22544144093730262,0.4779466701298952,0.40166776628792283,0.4371243887245655,0.6822856871886284,0.14829367850247058,0.21988321608827074,0.02587137862137862,1811,53,1450.979,2901.96,0.34
