pipeline,n_samples,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,ner_precision,ner_recall,ner_f1,hallucination_rate,total_entities_generated,total_hallucinations,exec_time_seconds,ms_per_example,throughput_eps
Pipeline_A_Classical,500,0.39125601097038337,0.14679414885567024,0.211350470921145,0.43172007537167517,0.38578957818448545,0.40623036508262156,0.7689333333333332,0.14452563594864823,0.21355813123997114,0.0,0,0,455.77,911.54,1.1
Pipeline_B_LLM,500,0.4153717908478525,0.15500775366461675,0.23458482978424353,0.4738679381608963,0.4307545064762235,0.45054072669148443,0.7078867825500953,0.161902405930482,0.23872055081998866,0.04097707847707848,2022,77,2184.021,4368.04,0.23
